receptorIdentificatie;rekentoolVersie;rekenjaar;naamOverheid;naam;toetspuntSoort;grondslag;opmerking;no2Concentratie;noxSRM1;noxSRM2;no2SRM1DirecteUitstoot;no2SRM2DirecteUitstoot;no2SRMConversiebijdrage;no2AchtergrondConcentratie;no2GCN;no2HWNdubtelcorrectie;no2GCNenEigenCorrectie;o3AchtergrondConcentratie;o3GCN;o3HWNdubtelcorrectie;o3GCNenEigenCorrectie;pm10Concentratie;pm10Overschrijdingsdagen;pm10SRM1;pm10SRM2;pm10AchtergrondConcentratie;pm10GCN;pm10HWNdubtelcorrectie;pm10GCNenEigenCorrectie;pm25Concentratie;pm25SRM1;pm25SRM2;pm25AchtergrondConcentratie;pm25GCN;pm25HWNdubtelcorrectie;pm25GCNenEigenCorrectie;ecConcentratie;ecSRM1;ecSRM2;ecAchtergrondConcentratie;ecGCN;ecHWNdubtelcorrectie;ecGCNenEigenCorrectie;geometrie
34366966_759734;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.1673;0.5297;1.6731;0.0919;0.2631;0.8233;9.9890;-999;-0.6010;0.0000;50.2020;-999;-999;-999;14.2974;6.0000;0.0946;0.1669;14.0360;-999;-0.0640;0.0000;7.2828;0.0221;0.0507;7.2100;-999;-0.0190;0.0000;0.3842;0.0027;0.0085;0.3730;-999;-0.0110;0.0000;POINT(128833.634558126 485413.675589234)
34366966_759736;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.3211;0.4586;2.0162;0.0647;0.3168;0.9506;9.9890;-999;-0.6010;0.0000;50.2020;-999;-999;-999;14.3019;6.0000;0.0648;0.2011;14.0360;-999;-0.0640;0.0000;7.2869;0.0157;0.0612;7.2100;-999;-0.0190;0.0000;0.3853;0.0021;0.0103;0.3730;-999;-0.0110;0.0000;POINT(128170.455536052 485209.552677259)
34366966_759737;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;11.4426;2.3205;1.9656;0.3754;0.3091;1.3731;9.3850;-999;-0.8450;0.0000;50.6020;-999;-999;-999;14.1588;6.0000;0.4287;0.1961;13.5340;-999;-0.0860;0.0000;7.0467;0.1023;0.0594;6.8850;-999;-0.0280;0.0000;0.3710;0.0129;0.0101;0.3480;-999;-0.0160;0.0000;POINT(129629.783676698 484610.000759811)
34366966_759739;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;9.4187;0.4688;1.1777;0.0835;0.1851;0.6181;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.2795;6.0000;0.0862;0.1173;13.0760;-999;-0.0440;0.0000;6.5677;0.0200;0.0356;6.5120;-999;-0.0150;0.0000;0.3214;0.0024;0.0060;0.3130;-999;-0.0080;0.0000;POINT(130672.891698352 485721.256927359)
34366966_759740;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.1043;0.1785;1.8235;0.0246;0.2869;0.8037;9.9890;-999;-0.6010;0.0000;50.2020;-999;-999;-999;14.2425;6.0000;0.0245;0.1820;14.0360;-999;-0.0640;0.0000;7.2713;0.0059;0.0553;7.2100;-999;-0.0190;0.0000;0.3831;0.0008;0.0093;0.3730;-999;-0.0110;0.0000;POINT(128680.415416393 485144.144835578)
34366966_759741;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,Amsterdam;Alle;0;;14.0209;0.0985;2.0593;0.0175;0.3080;0.8564;12.8390;-999;-0.8210;0.0000;48.4690;-999;-999;-999;14.4480;6.0000;0.0181;0.1969;14.2330;-999;-0.0870;0.0000;7.3440;0.0042;0.0588;7.2810;-999;-0.0270;0.0000;0.4093;0.0005;0.0098;0.3990;-999;-0.0150;0.0000;POINT(125690.707009185 487593.205606581)
34366966_759759;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;10.8910;2.4513;1.3936;0.3623;0.2197;1.1900;9.1190;-999;-0.6610;0.0000;50.8250;-999;-999;-999;13.8373;6.0000;0.4342;0.1391;13.2640;-999;-0.0660;0.0000;6.8216;0.1043;0.0423;6.6750;-999;-0.0220;0.0000;0.3506;0.0155;0.0071;0.3280;-999;-0.0120;0.0000;POINT(129617.24334022 485666.818271245)
34366966_759762;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.6298;0.1031;2.0597;0.0137;0.3204;0.8787;10.4170;-999;-1.1730;0.0000;49.9210;-999;-999;-999;13.9212;6.0000;0.0136;0.2036;13.7040;-999;-0.1260;0.0000;7.0123;0.0033;0.0620;6.9470;-999;-0.0380;0.0000;0.3718;0.0004;0.0104;0.3610;-999;-0.0210;0.0000;POINT(127767.302591212 486114.963908384)
34366966_759763;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;12.8935;3.7981;1.9111;0.5245;0.3010;1.6910;10.3770;-999;-1.1930;0.0000;49.8980;-999;-999;-999;14.4603;6.0000;0.6474;0.1909;13.6220;-999;-0.1280;0.0000;7.1718;0.1557;0.0580;6.9580;-999;-0.0390;0.0000;0.3934;0.0196;0.0098;0.3640;-999;-0.0220;0.0000;POINT(128852.785706952 484861.55094599)
34366966_759771;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.1277;0.6717;1.0610;0.0964;0.1662;0.6190;9.2460;-999;-0.3640;0.0000;50.7380;-999;-999;-999;13.3540;6.0000;0.0846;0.1053;13.1640;-999;-0.0360;0.0000;6.6155;0.0225;0.0320;6.5610;-999;-0.0120;0.0000;0.3337;0.0043;0.0054;0.3240;-999;-0.0070;0.0000;POINT(129915.760979008 486433.425419986)
34366966_759772;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;10.3046;1.1006;1.0726;0.1605;0.1682;0.7299;9.2460;-999;-0.3640;0.0000;50.7380;-999;-999;-999;13.4605;6.0000;0.1900;0.1066;13.1640;-999;-0.0360;0.0000;6.6392;0.0458;0.0324;6.5610;-999;-0.0120;0.0000;0.3366;0.0072;0.0055;0.3240;-999;-0.0070;0.0000;POINT(129979.238711752 486335.541713689)
34366966_759773;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,Amsterdam;Alle;0;;13.8755;2.4375;2.6674;0.3596;0.4141;1.6448;11.4570;-999;-1.3730;0.0000;49.2780;-999;-999;-999;14.5431;6.0000;0.3267;0.2674;13.9490;-999;-0.1510;0.0000;7.2896;0.0812;0.0814;7.1270;-999;-0.0450;0.0000;0.3966;0.0120;0.0136;0.3710;-999;-0.0250;0.0000;POINT(125453.321543362 485113.078981097)
34366966_759775;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.9059;2.3598;1.4836;0.3488;0.2338;1.2043;9.1190;-999;-0.6610;0.0000;50.8250;-999;-999;-999;13.8302;6.0000;0.4180;0.1482;13.2640;-999;-0.0660;0.0000;6.8204;0.1004;0.0450;6.6750;-999;-0.0220;0.0000;0.3505;0.0149;0.0076;0.3280;-999;-0.0120;0.0000;POINT(129708.055345349 485403.705639591)
34366966_759776;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.9986;2.4131;1.9100;0.3316;0.3001;1.3779;9.9890;-999;-0.6010;0.0000;50.2020;-999;-999;-999;14.6355;6.0000;0.4090;0.1905;14.0360;-999;-0.0640;0.0000;7.3664;0.0984;0.0579;7.2100;-999;-0.0190;0.0000;0.3951;0.0124;0.0097;0.3730;-999;-0.0110;0.0000;POINT(128363.503428328 485254.2733184)
34366966_759777;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;9.9397;0.2499;1.2318;0.0445;0.1935;0.5827;9.1190;-999;-0.6610;0.0000;50.8250;-999;-999;-999;13.4326;6.0000;0.0460;0.1226;13.2640;-999;-0.0660;0.0000;6.7230;0.0107;0.0373;6.6750;-999;-0.0220;0.0000;0.3356;0.0013;0.0063;0.3280;-999;-0.0120;0.0000;POINT(129808.430477742 485913.721346738)
34366966_759779;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,Amsterdam;Alle;0;;14.0594;0.0627;2.1567;0.0112;0.3218;0.8874;12.8390;-999;-0.8210;0.0000;48.4690;-999;-999;-999;14.4504;6.0000;0.0115;0.2058;14.2330;-999;-0.0870;0.0000;7.3449;0.0027;0.0613;7.2810;-999;-0.0270;0.0000;0.4095;0.0003;0.0102;0.3990;-999;-0.0150;0.0000;POINT(125718.544806517 487596.215098176)
34366966_759780;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;18.7042;20.5339;2.5675;2.5587;0.3996;5.3289;10.4170;-999;-1.1730;0.0000;49.9210;-999;-999;-999;16.3134;6.0000;2.3556;0.2538;13.7040;-999;-0.1260;0.0000;7.6213;0.5970;0.0773;6.9470;-999;-0.0380;0.0000;0.4607;0.0868;0.0129;0.3610;-999;-0.0210;0.0000;POINT(127400.963387076 486138.3470075)
34366966_759781;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.1275;0.3792;2.0469;0.0595;0.3210;0.9320;10.8150;-999;-1.3950;0.0000;49.6490;-999;-999;-999;14.0434;6.0000;0.0605;0.2038;13.7790;-999;-0.1510;0.0000;7.1154;0.0144;0.0620;7.0390;-999;-0.0450;0.0000;0.3832;0.0018;0.0104;0.3710;-999;-0.0260;0.0000;POINT(127903.572832886 485514.815997571)
34366966_759782;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.2969;2.4566;1.3586;0.3631;0.2143;1.1875;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.6468;6.0000;0.4351;0.1357;13.0760;-999;-0.0440;0.0000;6.6577;0.1045;0.0412;6.5120;-999;-0.0150;0.0000;0.3354;0.0155;0.0069;0.3130;-999;-0.0080;0.0000;POINT(130083.86869581 485556.912923554)
34366966_759783;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;9.3789;0.4688;1.1088;0.0835;0.1741;0.5892;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.2726;6.0000;0.0862;0.1104;13.0760;-999;-0.0440;0.0000;6.5656;0.0200;0.0335;6.5120;-999;-0.0150;0.0000;0.3211;0.0024;0.0057;0.3130;-999;-0.0080;0.0000;POINT(130629.238053106 485918.432887506)
34366966_759784;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;9.3616;0.3660;1.1537;0.0652;0.1814;0.5831;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.2582;6.0000;0.0673;0.1149;13.0760;-999;-0.0440;0.0000;6.5626;0.0156;0.0349;6.5120;-999;-0.0150;0.0000;0.3208;0.0019;0.0059;0.3130;-999;-0.0080;0.0000;POINT(130219.176107231 485943.976294438)
34366966_759785;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;9.3759;0.3660;1.1784;0.0652;0.1853;0.5934;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.2607;6.0000;0.0673;0.1174;13.0760;-999;-0.0440;0.0000;6.5633;0.0156;0.0357;6.5120;-999;-0.0150;0.0000;0.3209;0.0019;0.0060;0.3130;-999;-0.0080;0.0000;POINT(130120.699126616 485911.017467255)
34366966_759786;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.1923;0.6717;1.1744;0.0964;0.1836;0.6663;9.2460;-999;-0.3640;0.0000;50.7380;-999;-999;-999;13.3650;6.0000;0.0846;0.1164;13.1640;-999;-0.0360;0.0000;6.6189;0.0225;0.0354;6.5610;-999;-0.0120;0.0000;0.3343;0.0043;0.0060;0.3240;-999;-0.0070;0.0000;POINT(129478.952940747 486428.96079034)
34366966_759787;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;9.4595;0.4688;1.2482;0.0835;0.1963;0.6477;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.2866;6.0000;0.0862;0.1244;13.0760;-999;-0.0440;0.0000;6.5698;0.0200;0.0378;6.5120;-999;-0.0150;0.0000;0.3218;0.0024;0.0064;0.3130;-999;-0.0080;0.0000;POINT(130657.705057263 485553.957991756)
34366966_759788;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;9.9706;0.2499;1.2856;0.0445;0.2020;0.6051;9.1190;-999;-0.6610;0.0000;50.8250;-999;-999;-999;13.4379;6.0000;0.0460;0.1280;13.2640;-999;-0.0660;0.0000;6.7246;0.0107;0.0389;6.6750;-999;-0.0220;0.0000;0.3358;0.0013;0.0066;0.3280;-999;-0.0120;0.0000;POINT(129612.028619308 485866.707412594)
34366966_759789;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.8795;2.4513;1.3729;0.3623;0.2164;1.1817;9.1190;-999;-0.6610;0.0000;50.8250;-999;-999;-999;13.8352;6.0000;0.4342;0.1370;13.2640;-999;-0.0660;0.0000;6.8210;0.1043;0.0417;6.6750;-999;-0.0220;0.0000;0.3505;0.0155;0.0070;0.3280;-999;-0.0120;0.0000;POINT(129547.478019334 485743.739009647)
34366966_759794;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.0456;8.8224;2.0608;1.0209;0.3224;2.8874;10.8150;-999;-1.3950;0.0000;49.6490;-999;-999;-999;15.0761;6.0000;1.0922;0.2049;13.7790;-999;-0.1510;0.0000;7.3764;0.2750;0.0623;7.0390;-999;-0.0450;0.0000;0.4216;0.0401;0.0104;0.3710;-999;-0.0260;0.0000;POINT(127830.618384622 485719.818470793)
34366966_759796;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,Amsterdam;Alle;0;;14.0301;0.9291;2.2318;0.1331;0.3402;1.1208;12.4360;-999;-0.9540;0.0000;48.6960;-999;-999;-999;14.4376;6.0000;0.1336;0.2171;14.0870;-999;-0.1030;0.0000;7.3158;0.0322;0.0655;7.2180;-999;-0.0310;0.0000;0.3971;0.0042;0.0109;0.3820;-999;-0.0180;0.0000;POINT(125810.283457015 486869.702705394)
34366966_759797;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,Amsterdam;Alle;0;;14.1649;0.0727;2.3393;0.0130;0.3524;0.9605;12.8390;-999;-0.8210;0.0000;48.4690;-999;-999;-999;14.4717;6.0000;0.0134;0.2253;14.2330;-999;-0.0870;0.0000;7.3514;0.0031;0.0673;7.2810;-999;-0.0270;0.0000;0.4106;0.0004;0.0112;0.3990;-999;-0.0150;0.0000;POINT(125790.283457015 487024.702705394)
34366966_759798;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;11.9297;0.4331;2.3588;0.0699;0.3659;1.0769;10.4170;-999;-1.1730;0.0000;49.9210;-999;-999;-999;14.0078;6.0000;0.0713;0.2325;13.7040;-999;-0.1260;0.0000;7.0346;0.0168;0.0708;6.9470;-999;-0.0380;0.0000;0.3749;0.0021;0.0118;0.3610;-999;-0.0210;0.0000;POINT(127569.541741408 486394.853733558)
34366966_759802;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;11.5972;3.0244;1.7873;0.4567;0.2814;1.4741;9.3850;-999;-0.8450;0.0000;50.6020;-999;-999;-999;14.2289;6.0000;0.5164;0.1785;13.5340;-999;-0.0860;0.0000;7.0636;0.1244;0.0542;6.8850;-999;-0.0280;0.0000;0.3733;0.0162;0.0091;0.3480;-999;-0.0160;0.0000;POINT(129100.300066884 484966.552323664)
34366966_759805;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.7461;7.2374;1.8846;0.9944;0.2962;2.4664;9.9890;-999;-0.6010;0.0000;50.2020;-999;-999;-999;15.4507;6.0000;1.2267;0.1880;14.0360;-999;-0.0640;0.0000;7.5624;0.2952;0.0572;7.2100;-999;-0.0190;0.0000;0.4198;0.0372;0.0096;0.3730;-999;-0.0110;0.0000;POINT(128458.115725979 485211.465455407)
34366966_759807;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;8.8320;0.0002;1.1581;0.0000;0.1820;0.4269;8.2230;-999;-0.3670;0.0000;51.5230;-999;-999;-999;13.0783;6.0000;0.0000;0.1153;12.9630;-999;-0.0370;0.0000;6.4620;0.0000;0.0350;6.4270;-999;-0.0120;0.0000;0.3109;0.0000;0.0059;0.3050;-999;-0.0070;0.0000;POINT(131055.762520388 485656.550914526)
34366966_759809;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.9846;0.0326;1.7704;0.0058;0.2777;0.7120;9.9890;-999;-0.6010;0.0000;50.2020;-999;-999;-999;14.2183;6.0000;0.0060;0.1763;14.0360;-999;-0.0640;0.0000;7.2650;0.0014;0.0536;7.2100;-999;-0.0190;0.0000;0.3822;0.0002;0.0090;0.3730;-999;-0.0110;0.0000;POINT(128461.830838896 485541.148249113)
34366966_759810;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;12.1740;4.4798;1.8974;0.6243;0.2986;1.8661;9.3850;-999;-0.8450;0.0000;50.6020;-999;-999;-999;14.3998;6.0000;0.6764;0.1894;13.5340;-999;-0.0860;0.0000;7.1095;0.1670;0.0575;6.8850;-999;-0.0280;0.0000;0.3833;0.0256;0.0097;0.3480;-999;-0.0160;0.0000;POINT(129516.802233986 484701.917043535)
34366966_759812;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.0014;1.8939;1.2322;0.2751;0.1938;1.0005;8.5320;-999;-0.4380;0.0000;51.2700;-999;-999;-999;13.5235;6.0000;0.3247;0.1228;13.0760;-999;-0.0440;0.0000;6.6276;0.0783;0.0373;6.5120;-999;-0.0150;0.0000;0.3317;0.0124;0.0063;0.3130;-999;-0.0080;0.0000;POINT(130021.128377646 485808.108415143)
34366966_759813;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,Amsterdam;Alle;0;;17.3364;1.7361;1.4672;0.2699;0.2049;0.9776;15.8840;-999;-0.0860;0.0000;47.0390;-999;-999;-999;15.7399;6.0000;0.2561;0.1318;15.3520;-999;-0.0080;0.0000;8.0184;0.0625;0.0389;7.9170;-999;-0.0030;0.0000;0.4718;0.0089;0.0069;0.4560;-999;-0.0020;0.0000;POINT(122307.276627496 488753.553553868)
34366966_759814;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;10.5535;0.1555;1.9184;0.0237;0.3021;0.8427;9.3850;-999;-0.8450;0.0000;50.6020;-999;-999;-999;13.7496;6.0000;0.0240;0.1916;13.5340;-999;-0.0860;0.0000;6.9489;0.0057;0.0582;6.8850;-999;-0.0280;0.0000;0.3586;0.0007;0.0098;0.3480;-999;-0.0160;0.0000;POINT(129155.178696275 484725.715679764)
34366966_759815;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;10.2093;0.6717;1.2042;0.0964;0.1882;0.6786;9.2460;-999;-0.3640;0.0000;50.7380;-999;-999;-999;13.3680;6.0000;0.0846;0.1193;13.1640;-999;-0.0360;0.0000;6.6198;0.0225;0.0363;6.5610;-999;-0.0120;0.0000;0.3344;0.0043;0.0061;0.3240;-999;-0.0070;0.0000;POINT(129381.327128265 486393.560214836)
27364178_760768;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;14.6768;0.0000;5.3629;0.0000;0.7993;1.7895;12.0880;-999;-2.5220;0.0000;49.0650;-999;-999;-999;16.1281;6.0200;0.0000;0.5941;15.5340;-999;-0.3660;0.0000;8.3033;0.0000;0.1793;8.1240;-999;-0.0920;0.0000;0.4413;0.0000;0.0283;0.4130;-999;-0.0520;0.0000;POINT(117850 486751.311)
27364178_760803;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;17.5583;0.0000;12.2200;0.0000;1.9094;4.9439;10.7050;-999;-4.4050;0.0000;49.7540;-999;-999;-999;15.1891;6.0000;0.0000;1.2121;13.9770;-999;-0.5630;0.0000;7.5999;0.0000;0.3699;7.2300;-999;-0.1440;0.0000;0.4218;0.0000;0.0618;0.3600;-999;-0.0810;0.0000;POINT(125608.532179907 484029.485311423)
27364178_760816;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;19.0152;0.0000;15.2576;0.0000;2.3118;5.1063;11.5970;-999;-4.7730;0.0000;49.1720;-999;-999;-999;15.2547;6.0000;0.0000;1.4717;13.7830;-999;-0.6170;0.0000;7.4714;0.0000;0.4484;7.0230;-999;-0.1550;0.0000;0.4451;0.0000;0.0741;0.3710;-999;-0.0870;0.0000;POINT(126812.8412086 486874.85044785)
27364178_761010;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;15.2558;0.0000;5.9149;0.0000;0.8683;1.9715;12.4160;-999;-2.1140;0.0000;48.8040;-999;-999;-999;15.9346;6.0000;0.0000;0.6556;15.2790;-999;-0.3010;0.0000;8.0095;0.0000;0.1985;7.8110;-999;-0.0760;0.0000;0.4347;0.0000;0.0317;0.4030;-999;-0.0420;0.0000;POINT(117831.497781776 487150.876321211)
27364178_761013;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;13.1476;0.0000;3.9034;0.0000;0.4908;1.8308;10.8260;-999;-0.9750;0.0000;50.3250;-999;-999;-999;15.1743;6.0000;0.0000;0.3173;14.8570;-999;-0.1230;0.0000;7.4718;0.0000;0.0968;7.3750;-999;-0.0320;0.0000;0.3929;0.0000;0.0189;0.3740;-999;-0.0180;0.0000;POINT(115546.525248576 488639.556865455)
27364178_761262;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;15.8787;3.3751;4.2168;0.3499;0.5728;2.4739;12.4820;-999;-2.0380;0.0000;48.7000;-999;-999;-999;16.9586;6.0300;0.3050;0.4286;16.2250;-999;-0.2850;0.0000;8.0856;0.0828;0.1308;7.8720;-999;-0.0720;0.0000;0.3962;0.0133;0.0220;0.3610;-999;-0.0400;0.0000;POINT(118104.199999809 489407.426)
27364178_761283;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;17.0202;0.0000;8.9177;0.0000;1.1805;2.9617;12.8780;-999;-3.1520;0.0000;48.3170;-999;-999;-999;16.0054;6.0300;0.0000;0.9304;15.0750;-999;-0.4350;0.0000;8.1774;0.0000;0.2844;7.8930;-999;-0.1100;0.0000;0.4630;0.0000;0.0480;0.4150;-999;-0.0610;0.0000;POINT(121026.290305201 483566.71794092)
27364178_761412;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;17.3037;5.1202;5.7796;0.6871;0.8471;3.3535;12.4160;-999;-2.1140;0.0000;48.8040;-999;-999;-999;16.6564;6.0000;0.7401;0.6373;15.2790;-999;-0.3010;0.0000;8.1869;0.1829;0.1930;7.8110;-999;-0.0760;0.0000;0.4600;0.0262;0.0308;0.4030;-999;-0.0420;0.0000;POINT(117827.900000095 487258.508)
27364178_761413;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;15.7024;0.0000;6.9963;0.0000;1.0103;2.5901;12.1020;-999;-3.3980;0.0000;48.9070;-999;-999;-999;15.6925;6.0000;0.0000;0.7595;14.9330;-999;-0.4970;0.0000;7.9506;0.0000;0.2296;7.7210;-999;-0.1270;0.0000;0.4234;0.0000;0.0374;0.3860;-999;-0.0710;0.0000;POINT(117829.400000095 484559.834)
27364178_761436;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;15.4347;0.0000;9.8815;0.0000;1.4812;3.6634;10.2900;-999;-4.2900;0.0000;50.1000;-999;-999;-999;14.9516;6.0000;0.0000;0.9416;14.0100;-999;-0.5200;0.0000;7.4285;0.0000;0.2875;7.1410;-999;-0.1300;0.0000;0.3998;0.0000;0.0478;0.3520;-999;-0.0730;0.0000;POINT(125638.403470598 490349.3042061)
27364178_761497;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;16.1633;3.3315;4.0843;0.3082;0.5572;2.4208;12.8770;-999;-1.5830;0.0000;48.6510;-999;-999;-999;16.1225;6.0200;0.2562;0.4022;15.4640;-999;-0.2060;0.0000;7.6856;0.0736;0.1230;7.4890;-999;-0.0530;0.0000;0.4032;0.0125;0.0207;0.3700;-999;-0.0300;0.0000;POINT(117965.018988512 489537.520022477)
27364178_761660;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;15.5701;0.0000;5.6948;0.0000;0.8296;2.3245;12.4160;-999;-2.1140;0.0000;48.8040;-999;-999;-999;15.8988;6.0000;0.0000;0.6198;15.2790;-999;-0.3010;0.0000;7.9986;0.0000;0.1876;7.8110;-999;-0.0760;0.0000;0.4330;0.0000;0.0300;0.4030;-999;-0.0420;0.0000;POINT(117984.25427207 487633.876834889)
27364178_761692;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;12.6795;0.0000;2.4412;0.0000;0.3270;0.9535;11.3990;-999;-0.9710;0.0000;49.6570;-999;-999;-999;15.3903;6.0000;0.0000;0.2153;15.1750;-999;-0.1250;0.0000;7.6573;0.0000;0.0643;7.5930;-999;-0.0330;0.0000;0.3967;0.0000;0.0117;0.3850;-999;-0.0180;0.0000;POINT(116746.243378401 488698.129932592)
27364178_761709;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;13.3285;0.0000;2.5443;0.0000;0.3406;0.9748;12.0130;-999;-1.0770;0.0000;49.1710;-999;-999;-999;15.6536;6.0000;0.0000;0.2256;15.4280;-999;-0.1420;0.0000;7.8344;0.0000;0.0674;7.7670;-999;-0.0370;0.0000;0.4082;0.0000;0.0122;0.3960;-999;-0.0210;0.0000;POINT(117042.621463604 488701.302464072)
27364178_761932;2021-rbl_20210416_b450dd4f12;2030;Ministerie van IenW-Rijkswaterstaat;Rijkswaterstaat;Geen;1;;16.0596;0.0000;9.2470;0.0000;1.5999;3.1177;11.3420;-999;-3.0680;0.0000;49.2300;-999;-999;-999;14.9477;6.0000;0.0000;0.9987;13.9490;-999;-0.4210;0.0000;7.3569;0.0000;0.3029;7.0540;-999;-0.1070;0.0000;0.3949;0.0000;0.0499;0.3450;-999;-0.0600;0.0000;POINT(124290.918784119 479251.162098959)
